Topics,Category,Trust Dimension
EMERGENCY PSYCHIATRIC SERVICES,Environment/Sustainability,['Purpose']
VOLCANIC ERUPTIONS,Environment/Sustainability,['Purpose']
LAND DEGRADATION,Environment/Sustainability,['Purpose']
SOLID WASTE COLLECTION,Environment/Sustainability,['Purpose']
REFORESTATION,Environment/Sustainability,['Purpose']
MARCH 2011 JAPAN EARTHQUAKE & TSUNAMI,Environment/Sustainability,['Purpose']
LANDSLIDES,Environment/Sustainability,['Purpose']
EARTH DAY,Environment/Sustainability,['Purpose']
GREENWASHING,Environment/Sustainability,['Purpose']
FAMINE,Environment/Sustainability,['Purpose']
GREEN CHEMISTRY,Environment/Sustainability,['Purpose']
DESERT STORM,Environment/Sustainability,['Purpose']
CARBON MONOXIDE POISONING,Environment/Sustainability,['Purpose']
HURRICANE KATRINA,Environment/Sustainability,['Purpose']
SOIL CONTAMINATION,Environment/Sustainability,['Purpose']
POLLUTION MONITORING,Environment/Sustainability,['Purpose']
HURRICANE HARVEY,Environment/Sustainability,['Purpose']
DEGRADABLE PLASTICS,Environment/Sustainability,['Purpose']
DEFINED BENEFIT PLANS,Environment/Sustainability,['Purpose']
FLOOD ZONES,Environment/Sustainability,['Purpose']
SMOG,Environment/Sustainability,['Purpose']
INVASIVE SPECIES,Environment/Sustainability,['Purpose']
PLANT CONSERVATION,Environment/Sustainability,['Purpose']
PEACEKEEPING,Environment/Sustainability,['Purpose']
ELECTRONICS RECYCLING,Environment/Sustainability,['Purpose']
FLOOD CONTROL,Environment/Sustainability,['Purpose']
BIODEGRADABLE PACKAGING,Environment/Sustainability,['Purpose']
FUEL SPILLS,Environment/Sustainability,['Purpose']
MONSOONS,Environment/Sustainability,['Purpose']
MARINE CONSERVATION,Environment/Sustainability,['Purpose']
AGING IN PLACE,Environment/Sustainability,['Purpose']
ALTERNATIVE FUEL PROGRAMS,Environment/Sustainability,['Purpose']
COLORISM,Environment/Sustainability,['Purpose']
ASBESTOS & ENVIRONMENTAL LOSS,Environment/Sustainability,['Purpose']
TYPHOONS,Environment/Sustainability,['Purpose']
CHEMICALS & ENVIRONMENT,Environment/Sustainability,['Purpose']
INFANT MORTALITY,Environment/Sustainability,['Purpose']
AGRICULTURE & ENVIRONMENT,Environment/Sustainability,['Purpose']
METALS SHORTAGES,Environment/Sustainability,['Purpose']
OZONE DEPLETION,Environment/Sustainability,['Purpose']
MINE CLOSINGS,Environment/Sustainability,['Purpose']
IRON ORE OUTPUT,Environment/Sustainability,['Purpose']
ACID RAIN,Environment/Sustainability,['Purpose']
FERTILITY RATES,Environment/Sustainability,['Purpose']
PERSISTENT ORGANIC POLLUTANTS,Environment/Sustainability,['Purpose']
SEVERE SUMMER WEATHER,Environment/Sustainability,['Purpose']
STRATEGIC FUEL RESERVES,Environment/Sustainability,['Purpose']
CHEMICAL SHORTAGES,Environment/Sustainability,['Purpose']
NONPOINT SOURCE POLLUTION,Environment/Sustainability,['Purpose']
HAZARDOUS AIR POLLUTANTS,Environment/Sustainability,['Purpose']
VOLCANIC ASH CLOUDS,Environment/Sustainability,['Purpose']
LIGHT POLLUTION,Environment/Sustainability,['Purpose']
HURRICANE IRMA,Environment/Sustainability,['Purpose']
PESTICIDE POLLUTION,Environment/Sustainability,['Purpose']
MINE WASTE REMEDIATION,Environment/Sustainability,['Purpose']
COAL OUTPUT,Environment/Sustainability,['Purpose']
MEAT SHORTAGES,Environment/Sustainability,['Purpose']
HURRICANE MICHAEL,Environment/Sustainability,['Purpose']
INDIAN OCEAN TSUNAMI,Environment/Sustainability,['Purpose']
DENATURALIZATION,Environment/Sustainability,['Purpose']
WATER WELL DRILLING,Environment/Sustainability,['Purpose']
HAZARDOUS WASTE FUELS,Environment/Sustainability,['Purpose']
KILAUEA VOLCANO ERUPTIONS,Environment/Sustainability,['Purpose']
INSIDER TRADING,Transparency/Responsible communication,"['Dependability', 'Integrity']"
CONSERVATION,Transparency/Responsible communication,"['Dependability', 'Integrity']"
INTERNATIONAL ASSISTANCE,Transparency/Responsible communication,"['Dependability', 'Integrity']"
SHAREHOLDER PROXIES,Transparency/Responsible communication,"['Dependability', 'Integrity']"
TELECOMMUNICATIONS SECTOR PERFORMANCE,Transparency/Responsible communication,"['Dependability', 'Integrity']"
UNION ORGANIZING,Transparency/Responsible communication,"['Dependability', 'Integrity']"
TELECOMMUNICATIONS DEPARTMENTS,Transparency/Responsible communication,"['Dependability', 'Integrity']"
ALTERNATIVE DISPUTE RESOLUTION,Transparency/Responsible communication,"['Dependability', 'Integrity']"
COLLECTIVE BARGAINING,Transparency/Responsible communication,"['Dependability', 'Integrity']"
INTERPERSONAL COMMUNICATION,Transparency/Responsible communication,"['Dependability', 'Integrity']"
COLLECTIVE BARGAINING AGREEMENTS,Transparency/Responsible communication,"['Dependability', 'Integrity']"
PRICE TRANSPARENCY,Transparency/Responsible communication,"['Dependability', 'Integrity']"
SEMINARIES,Transparency/Responsible communication,"['Dependability', 'Integrity']"
TELECOMMUNICATIONS LICENSING,Transparency/Responsible communication,"['Dependability', 'Integrity']"
PRIVILEGED COMMUNICATIONS,Transparency/Responsible communication,"['Dependability', 'Integrity']"
ANIMAL COMMUNICATION,Transparency/Responsible communication,"['Dependability', 'Integrity']"
2015 CHARLIE HEBDO SHOOTINGS,Transparency/Responsible communication,"['Dependability', 'Integrity']"
PRICE DISCRIMINATION,Transparency/Responsible communication,"['Dependability', 'Integrity']"
NEW PRODUCTS,Product & Business innovation,['Ability']
PRODUCT INNOVATION,Product & Business innovation,['Ability']
PRODUCT DEVELOPMENT,Product & Business innovation,['Ability']
MEDICAL DEVICES,Product & Business innovation,['Ability']
VIRTUAL EVENTS,Product & Business innovation,['Ability']
EMERGING TECHNOLOGY,Product & Business innovation,['Ability']
PRODUCT MANAGEMENT,Product & Business innovation,['Ability']
MEDICAL TECHNOLOGY,Product & Business innovation,['Ability']
VISUAL ARTISTS,Product & Business innovation,['Ability']
SPACE PROGRAMS,Product & Business innovation,['Ability']
SPACE EXPLORATION,Product & Business innovation,['Ability']
ROBOTICS,Product & Business innovation,['Ability']
PRODUCT PACKAGING,Product & Business innovation,['Ability']
VIDEO CONFERENCING,Product & Business innovation,['Ability']
PRODUCT ENHANCEMENTS,Product & Business innovation,['Ability']
NEWS BRIEFS,Product & Business innovation,['Ability']
GROSS DOMESTIC PRODUCT,Product & Business innovation,['Ability']
JOB CREATION,Product & Business innovation,['Ability']
BOOK REVIEWS,Product & Business innovation,['Ability']
TELEMEDICINE,Product & Business innovation,['Ability']
ELECTRONIC GAME EQUIPMENT,Product & Business innovation,['Ability']
ELECTRONIC BANKING,Product & Business innovation,['Ability']
SMART SPEAKERS,Product & Business innovation,['Ability']
SOLAR POWER INDUSTRY,Product & Business innovation,['Ability']
B2B ELECTRONIC COMMERCE,Product & Business innovation,['Ability']
SEVERE WINTER WEATHER,Product & Business innovation,['Ability']
TAKEOVERS,Product & Business innovation,['Ability']
INTELLIGENT PERSONAL ASSISTANTS,Product & Business innovation,['Ability']
MOBILE GAMES,Product & Business innovation,['Ability']
SPORTS BETTING,Product & Business innovation,['Ability']
PRODUCTIVITY,Product & Business innovation,['Ability']
MALICIOUS SOFTWARE,Product & Business innovation,['Ability']
HEALTH CARE INFORMATION TECHNOLOGY,Product & Business innovation,['Ability']
TELEHEALTH,Product & Business innovation,['Ability']
MOTOR VEHICLE DEALERS,Product & Business innovation,['Ability']
SHORT FORM VIDEOS,Product & Business innovation,['Ability']
ENERGY DEVELOPMENT PROGRAMS,Product & Business innovation,['Ability']
DISTANCE LEARNING,Product & Business innovation,['Ability']
SURVEILLANCE TECHNOLOGY,Product & Business innovation,['Ability']
PRODUCT REVIEWS,Product & Business innovation,['Ability']
VOICE COMMAND DEVICES,Product & Business innovation,['Ability']
WIND ENERGY INDUSTRY,Product & Business innovation,['Ability']
PRODUCT PRICING,Product & Business innovation,['Ability']
DIAGNOSTIC IMAGING,Product & Business innovation,['Ability']
NEW MANUFACTURING FACILITIES,Product & Business innovation,['Ability']
MARIJUANA PRODUCTS,Product & Business innovation,['Ability']
ENVIRONMENTALLY FRIENDLY PRODUCTS,Product & Business innovation,['Ability']
SPACECRAFT,Product & Business innovation,['Ability']
SONG WRITING,Product & Business innovation,['Ability']
DISRUPTIVE INNOVATION,Product & Business innovation,['Ability']
CANNABIDIOL PRODUCTS,Product & Business innovation,['Ability']
NEGATIVE PRODUCT NEWS,Product & Business innovation,['Ability']
NEW CAR DEALERS,Product & Business innovation,['Ability']
IDENTIFICATION TECHNOLOGIES,Product & Business innovation,['Ability']
ONLINE TRADING,Product & Business innovation,['Ability']
GENETIC ENGINEERING,Product & Business innovation,['Ability']
VOICE RECOGNITION,Product & Business innovation,['Ability']
PRODUCT WARRANTIES,Product & Business innovation,['Ability']
STARTUPS,Product & Business innovation,['Ability']
VIRAL VIDEOS,Product & Business innovation,['Ability']
BIOMEDICINE,Product & Business innovation,['Ability']
CONSUMER WATCHDOGS,Product & Business innovation,['Ability']
DRAMA FILMS,Product & Business innovation,['Ability']
GENETIC ANALYTIC TECHNIQUES,Product & Business innovation,['Ability']
HYDROGEN ENERGY INDUSTRY,Product & Business innovation,['Ability']
FIBER OPTICS,Product & Business innovation,['Ability']
PRODUCT PROMOTION,Product & Business innovation,['Ability']
FAST MOVING CONSUMER GOODS,Product & Business innovation,['Ability']
ROCKETRY,Product & Business innovation,['Ability']
GENERATION Z,Product & Business innovation,['Ability']
CASE STUDIES,Product & Business innovation,['Ability']
ONLINE GAMES,Product & Business innovation,['Ability']
NON FICTION LITERATURE,Product & Business innovation,['Ability']
CHATBOTS,Product & Business innovation,['Ability']
SOLAR POWER PLANTS,Product & Business innovation,['Ability']
RECREATIONAL DRUGS,Product & Business innovation,['Ability']
PRODUCT SAFETY,Product & Business innovation,['Ability']
ORGANIC FOODS,Product & Business innovation,['Ability']
PHOTOGRAPHY,Product & Business innovation,['Ability']
TENNIS,Product & Business innovation,['Ability']
MICROTECHNOLOGY,Product & Business innovation,['Ability']
NANOTECHNOLOGY,Product & Business innovation,['Ability']
CARDIOVASCULAR DEVICES,Product & Business innovation,['Ability']
ANIMATED FILMS,Product & Business innovation,['Ability']
PRODUCT TRENDS,Product & Business innovation,['Ability']
NATURAL LANGUAGE PROCESSING,Product & Business innovation,['Ability']
LASERS,Product & Business innovation,['Ability']
NUTRACEUTICALS,Product & Business innovation,['Ability']
PRODUCT RECALLS,Product & Business innovation,['Ability']
WASTE MANAGEMENT INDUSTRY,Product & Business innovation,['Ability']
DIGITAL ONLY BANKS,Product & Business innovation,['Ability']
EXPLOSIONS,Product & Business innovation,['Ability']
COUNTRY MUSIC,Product & Business innovation,['Ability']
TECHNICAL SUPPORT,Product & Business innovation,['Ability']
TEAR GAS,Product & Business innovation,['Ability']
MACHINE VISION,Product & Business innovation,['Ability']
MOBILE PAYMENTS,Product & Business innovation,['Ability']
ELECTRONIC WALLETS,Product & Business innovation,['Ability']
FILM GENRES,Product & Business innovation,['Ability']
ELECTRONIC HEALTH RECORDS,Product & Business innovation,['Ability']
CONTACTLESS PAYMENTS,Product & Business innovation,['Ability']
HUMAN MACHINE INTERACTION,Product & Business innovation,['Ability']
ENZYME INHIBITORS,Product & Business innovation,['Ability']
RECYCLING INDUSTRY,Product & Business innovation,['Ability']
HYBRID VEHICLES,Product & Business innovation,['Ability']
AUTOMATED TELLER MACHINES,Product & Business innovation,['Ability']
NUCLEAR MEDICINE,Product & Business innovation,['Ability']
INTERNET BANKING,Product & Business innovation,['Ability']
PERSONALIZED MEDICINE,Product & Business innovation,['Ability']
INVENTORIES,Product & Business innovation,['Ability']
COMEDY FILMS,Product & Business innovation,['Ability']
NASCAR RACING,Product & Business innovation,['Ability']
OIL PRODUCTION STATISTICS,Product & Business innovation,['Ability']
MOBILE COMMERCE,Product & Business innovation,['Ability']
HYDROGEN POWERED VEHICLES,Product & Business innovation,['Ability']
PRIVATE HEALTH CARE,Product & Business innovation,['Ability']
CHILDREN'S LITERATURE,Product & Business innovation,['Ability']
FUEL CELL VEHICLES,Product & Business innovation,['Ability']
GENERIC DRUGS,Product & Business innovation,['Ability']
GENETIC SCREENING,Product & Business innovation,['Ability']
GENERIC PRODUCTS,Product & Business innovation,['Ability']
PRODUCT RUMORS,Product & Business innovation,['Ability']
ONLINE SCHOOLS,Product & Business innovation,['Ability']
STRINGED INSTRUMENTS,Product & Business innovation,['Ability']
FOODIES,Product & Business innovation,['Ability']
FASHION TRENDS,Product & Business innovation,['Ability']
GENE EDITING,Product & Business innovation,['Ability']
ORGANIC FOODS INDUSTRY,Product & Business innovation,['Ability']
WEATHER ALERTS,Product & Business innovation,['Ability']
DIGITAL DIVIDE,Product & Business innovation,['Ability']
ALTERNATIVE FUEL VEHICLES,Product & Business innovation,['Ability']
ENDOSCOPY,Product & Business innovation,['Ability']
MEDICAL ULTRASOUND,Product & Business innovation,['Ability']
MOTOR VEHICLE SAFETY EQUIPMENT,Product & Business innovation,['Ability']
RENEWABLE PLASTICS,Product & Business innovation,['Ability']
GAMIFICATION,Product & Business innovation,['Ability']
RADIO FREQUENCY IDENTIFICATION,Product & Business innovation,['Ability']
COCAINE,Product & Business innovation,['Ability']
BOARD GAMES,Product & Business innovation,['Ability']
KEYBOARD INSTRUMENTS,Product & Business innovation,['Ability']
MARIJUANA FARMING,Product & Business innovation,['Ability']
INTERNET AUCTIONS,Product & Business innovation,['Ability']
ANIMATED TELEVISION,Product & Business innovation,['Ability']
ENGINEERING SOFTWARE,Product & Business innovation,['Ability']
DNA TESTING,Product & Business innovation,['Ability']
SEARCH WARRANTS,Product & Business innovation,['Ability']
HOUSE ARREST,Product & Business innovation,['Ability']
FIRE SAFE MATERIALS & PRODUCTS,Product & Business innovation,['Ability']
MEDICAL LASERS,Product & Business innovation,['Ability']
NEW ORDERS,Product & Business innovation,['Ability']
PRODUCT LABELING,Product & Business innovation,['Ability']
SEXUAL & REPRODUCTIVE HEALTH,Product & Business innovation,['Ability']
SUPPLY CHAIN SOFTWARE,Product & Business innovation,['Ability']
ALTERNATIVE AVIATION FUELS,Product & Business innovation,['Ability']
BEVERAGE PACKAGING,Product & Business innovation,['Ability']
POKER,Product & Business innovation,['Ability']
DECISION SUPPORT SYSTEMS,Product & Business innovation,['Ability']
SPORTS MEDICINE,Product & Business innovation,['Ability']
VISUAL ARTS,Product & Business innovation,['Ability']
PAYWALLS,Product & Business innovation,['Ability']
ELECTRONIC SMOKING DEVICES,Product & Business innovation,['Ability']
MAGNETIC RESONANCE IMAGING,Product & Business innovation,['Ability']
CARD GAMES,Product & Business innovation,['Ability']
EXPERIMENTAL DRUGS,Product & Business innovation,['Ability']
DISTRIBUTED LEDGERS,Product & Business innovation,['Ability']
RETAIL COUPONS,Product & Business innovation,['Ability']
AIR QUALITY INSTRUMENTS,Product & Business innovation,['Ability']
MEDICAL ROBOTICS,Product & Business innovation,['Ability']
PHOTOJOURNALISM,Product & Business innovation,['Ability']
WIND INSTRUMENTS,Product & Business innovation,['Ability']
PARDONS,Product & Business innovation,['Ability']
SCIENCE FICTION LITERATURE,Product & Business innovation,['Ability']
ELECTRONIC COUPONS,Product & Business innovation,['Ability']
HEROIN,Product & Business innovation,['Ability']
VITAMIN SUPPLEMENTS,Product & Business innovation,['Ability']
GLOBAL POSITIONING SYSTEM,Product & Business innovation,['Ability']
FUEL CELL MFG,Product & Business innovation,['Ability']
SUPERBUGS,Product & Business innovation,['Ability']
BREAST CANCER SCREENING,Product & Business innovation,['Ability']
BIOTECHNOLOGY INSTRUMENTS MFG,Product & Business innovation,['Ability']
FITNESS CENTERS,Product & Business innovation,['Ability']
DIGITAL TWIN,Product & Business innovation,['Ability']
MOVIE SOUNDTRACKS,Product & Business innovation,['Ability']
DO IT YOURSELF HOME IMPROVEMENT,Product & Business innovation,['Ability']
MEMORY TECHNOLOGY,Product & Business innovation,['Ability']
HEARING AIDS,Product & Business innovation,['Ability']
NONSURGICAL COSMETIC PROCEDURES,Product & Business innovation,['Ability']
NEW HOME SALES,Product & Business innovation,['Ability']
RURAL BROADBAND,Product & Business innovation,['Ability']
DIABETES TESTING,Product & Business innovation,['Ability']
INTERNAL MEDICINE,Product & Business innovation,['Ability']
HUMAN FACTORS ENGINEERING,Product & Business innovation,['Ability']
DESERTS,Product & Business innovation,['Ability']
GRENADES,Product & Business innovation,['Ability']
BIOMATERIALS,Product & Business innovation,['Ability']
SMART WEAPONS,Product & Business innovation,['Ability']
VEHICLE AIRBAGS,Product & Business innovation,['Ability']
HEALTH CARE REFORM,Product & Business innovation,['Ability']
MEMS TECHNOLOGY,Product & Business innovation,['Ability']
PRECISION FARMING,Product & Business innovation,['Ability']
FAST FASHION,Product & Business innovation,['Ability']
REPRODUCTIVE TECHNOLOGY,Product & Business innovation,['Ability']
NEW CHEMICALS,Product & Business innovation,['Ability']
DIAGNOSTIC IMAGING CENTERS,Product & Business innovation,['Ability']
METAL DETECTORS,Product & Business innovation,['Ability']
REPRODUCTIVE HEALTH CLINICS,Product & Business innovation,['Ability']
SCIENTIFIC SOFTWARE,Product & Business innovation,['Ability']
FANTASY LITERATURE,Product & Business innovation,['Ability']
AUTOMOTIVE MANUFACTURING OUTPUT,Product & Business innovation,['Ability']
HERBICIDES,Product & Business innovation,['Ability']
INSTANT MESSAGING,Product & Business innovation,['Ability']
USED CAR DEALERS,Product & Business innovation,['Ability']
GENETIC MARKERS,Product & Business innovation,['Ability']
INTERSTATE COMMERCE,Product & Business innovation,['Ability']
SMOKE DETECTORS,Product & Business innovation,['Ability']
WEIGHT LOSS DRUGS,Product & Business innovation,['Ability']
PET MEDICATIONS,Product & Business innovation,['Ability']
WEDDING INDUSTRY,Product & Business innovation,['Ability']
PALLIATIVE CARE,Product & Business innovation,['Ability']
NATURAL GAS PRODUCTION STATISTICS,Product & Business innovation,['Ability']
INTELLIGENT AGENTS,Product & Business innovation,['Ability']
HOME GENETIC TESTING,Product & Business innovation,['Ability']
PROSTITUTION,Product & Business innovation,['Ability']
GOVERNMENT COIN & CURRENCY PRODUCTION,Product & Business innovation,['Ability']
AIRCRAFT ORDERS,Product & Business innovation,['Ability']
LEAN MFG,Product & Business innovation,['Ability']
BOTANICAL SUPPLEMENTS,Product & Business innovation,['Ability']
CONCEPT CARS,Product & Business innovation,['Ability']
EDUCATIONAL SOFTWARE,Product & Business innovation,['Ability']
ELECTRONIC PROCUREMENT,Product & Business innovation,['Ability']
INSECTICIDES,Product & Business innovation,['Ability']
POP-UP RETAIL,Product & Business innovation,['Ability']
ASBESTOS,Product & Business innovation,['Ability']
SPEECH THERAPY,Product & Business innovation,['Ability']
CREATIVE WRITING,Product & Business innovation,['Ability']
NONDURABLE GOODS,Product & Business innovation,['Ability']
STAGECRAFT,Product & Business innovation,['Ability']
SPYWARE,Product & Business innovation,['Ability']
DAILY DEAL WEBSITES,Product & Business innovation,['Ability']
DEEPFAKE TECHNOLOGY,Product & Business innovation,['Ability']
AUTOMOTIVE PARTS STORES,Product & Business innovation,['Ability']
INDUSTRIAL PURCHASING,Product & Business innovation,['Ability']
STUDY ABROAD PROGRAMS,Product & Business innovation,['Ability']
CULTURED MEAT,Product & Business innovation,['Ability']
PRISON PRIVATIZATION,Product & Business innovation,['Ability']
SUPERCONDUCTORS,Product & Business innovation,['Ability']
IMPROVISED EXPLOSIVE DEVICES,Product & Business innovation,['Ability']
POKEMON GO GAME,Product & Business innovation,['Ability']
NEW MINING PROJECTS,Product & Business innovation,['Ability']
REVERSE ENGINEERING,Product & Business innovation,['Ability']
YOUNG ADULT LITERATURE,Product & Business innovation,['Ability']
COLD CASES,Product & Business innovation,['Ability']
GENETICALLY MODIFIED CROPS,Product & Business innovation,['Ability']
PESTICIDE MFG,Product & Business innovation,['Ability']
ELECTRONIC TICKETS,Product & Business innovation,['Ability']
FIBROMYALGIA,Product & Business innovation,['Ability']
SMART CARDS,Product & Business innovation,['Ability']
BIOPRINTING,Product & Business innovation,['Ability']
GAS SENSORS,Product & Business innovation,['Ability']
LSD,Product & Business innovation,['Ability']
WEATHER SENSORS,Product & Business innovation,['Ability']
JUNK FOODS,Product & Business innovation,['Ability']
COUNTERFEIT DRUGS,Product & Business innovation,['Ability']
COMMERCIAL PAPER,Product & Business innovation,['Ability']
BIOREMEDIATION,Product & Business innovation,['Ability']
GASLIGHTING,Product & Business innovation,['Ability']
COUPLE COUNSELING,Product & Business innovation,['Ability']
BIKE LANES,Product & Business innovation,['Ability']
FIRE SAFE CONSTRUCTION MATERIALS,Product & Business innovation,['Ability']
FAIR LENDING,Product & Business innovation,['Ability']
CLONING,Product & Business innovation,['Ability']
CLEAN COAL TECHNOLOGY,Product & Business innovation,['Ability']
AUTOMOTIVE RECYCLING,Product & Business innovation,['Ability']
PARAEDUCATORS,Product & Business innovation,['Ability']
SPORTS HELMETS,Product & Business innovation,['Ability']
BICYCLE MFG,Product & Business innovation,['Ability']
ADVANCED PLACEMENT PROGRAMS,Product & Business innovation,['Ability']
SCIENTIFIC METHOD,Product & Business innovation,['Ability']
PERCUSSION INSTRUMENTS,Product & Business innovation,['Ability']
ELECTRONIC MONITOR SENTENCING,Product & Business innovation,['Ability']
LIBRARY TECHNOLOGY,Product & Business innovation,['Ability']
FEMTECH,Product & Business innovation,['Ability']
PICKLEBALL,Product & Business innovation,['Ability']
KICKBOXING,Product & Business innovation,['Ability']
HOT AIR BALLOONING,Product & Business innovation,['Ability']
AUTOMATIC NUMBER PLATE RECOGNITION,Product & Business innovation,['Ability']
WOMEN'S SHELTERS,Product & Business innovation,['Ability']
NEWBORN SCREENING,Product & Business innovation,['Ability']
GENETICALLY MODIFIED FOOD,Product & Business innovation,['Ability']
GRIEF COUNSELING,Product & Business innovation,['Ability']
CHILD CAR SEATS,Product & Business innovation,['Ability']
MUSHROOMS,Product & Business innovation,['Ability']
LEGAL MARIJUANA FARMING,Product & Business innovation,['Ability']
ANIMAL QUARANTINE,Product & Business innovation,['Ability']
OIL & GAS PRODUCTION STATISTICS,Product & Business innovation,['Ability']
COAL PRODUCTION STATISTICS,Product & Business innovation,['Ability']
UNDERGROUND STORAGE TANKS,Product & Business innovation,['Ability']
MUSHROOM PRODUCTION,Product & Business innovation,['Ability']
HORSE & PONY PRODUCTION,Product & Business innovation,['Ability']
METRIC SYSTEM,Product & Business innovation,['Ability']
PRODUCT TAMPERING,Product & Business innovation,['Ability']
NANOELECTRONICS,Product & Business innovation,['Ability']
HOME FOOD PRESERVATION,Product & Business innovation,['Ability']
MUSICAL INSTRUMENT MFG,Product & Business innovation,['Ability']
DOG SHOWS,Product & Business innovation,['Ability']
SURGICAL MESH,Product & Business innovation,['Ability']
WATER POLO,Product & Business innovation,['Ability']
SHOPPING CENTER DEVELOPMENT,Product & Business innovation,['Ability']
ASBESTOS REMEDIATION,Product & Business innovation,['Ability']
NEW VEHICLE REGISTRATIONS,Product & Business innovation,['Ability']
DRUG RESISTANT FUNGI,Product & Business innovation,['Ability']
PERSONAL SAFETY EQUIPMENT MFG,Product & Business innovation,['Ability']
MINIATURE GOLF,Product & Business innovation,['Ability']
WATER QUALITY INSTRUMENTS,Product & Business innovation,['Ability']
OPIUM,Product & Business innovation,['Ability']
BRIDAL SHOPS,Product & Business innovation,['Ability']
UNDERAGE DRINKING,Product & Business innovation,['Ability']
GROSS NATIONAL PRODUCT,Product & Business innovation,['Ability']
SHUFFLEBOARD,Product & Business innovation,['Ability']
HANDBALL,Product & Business innovation,['Ability']
KRATOM PRODUCTS,Product & Business innovation,['Ability']
PRISON INDUSTRIES,Product & Business innovation,['Ability']
WAKEBOARDING,Product & Business innovation,['Ability']
PURCHASING CARDS,Product & Business innovation,['Ability']
ESSENTIAL OILS MFG,Product & Business innovation,['Ability']
PROPERTY ASSESSED CLEAN ENERGY,Product & Business innovation,['Ability']
PRODUCT LIABILITY INSURANCE,Product & Business innovation,['Ability']
LOBBYING,Scandal/Corruption,['Integrity']
CORRUPTION,Scandal/Corruption,['Integrity']
SCANDALS,Scandal/Corruption,['Integrity']
POLITICAL CORRUPTION,Scandal/Corruption,['Integrity']
DEATHS & INJURIES BY POLICE,Scandal/Corruption,['Integrity']
US POLITICAL PARTIES,Scandal/Corruption,['Integrity']
FAR RIGHT POLITICS,Scandal/Corruption,['Integrity']
SUMMER OLYMPICS,Scandal/Corruption,['Integrity']
IMMIGRATION REGULATION & POLICY,Scandal/Corruption,['Integrity']
BRIBERY,Scandal/Corruption,['Integrity']
DISORDERLY CONDUCT,Scandal/Corruption,['Integrity']
SEX SCANDALS,Scandal/Corruption,['Integrity']
CRIMINAL HARASSMENT,Scandal/Corruption,['Integrity']
POLITICAL SCANDALS,Scandal/Corruption,['Integrity']
TIGER WOODS SCANDAL,Scandal/Corruption,['Integrity']
INDECENT EXPOSURE,Scandal/Corruption,['Integrity']
US FOREIGN CORRUPT PRACTICES ACT,Scandal/Corruption,['Integrity']
TEENAGE PREGNANCY,Scandal/Corruption,['Integrity']
VOLKSWAGEN EMISSIONS SCANDAL,Scandal/Corruption,['Integrity']
HEARSAY,Scandal/Corruption,['Integrity']
